    col1T,col2U,categoria
    18.4,61.599998,caso_otimo
18.4,57.0,lower_optimal
18.200001,56.400002,lower_optimal
18.200001,56.0,lower_optimal
18.0,59.0,caso_otimo
17.799999,57.900002,caso_otimo
17.700001,58.400002,caso_otimo
17.700001,61.099998,caso_otimo
17.700001,61.799999,caso_otimo
17.6,63.5,caso_otimo
17.5,61.400002,caso_otimo
17.5,58.0,caso_otimo
17.5,60.200001,caso_otimo
17.5,57.900002,caso_otimo
17.4,57.5,lower_optimal
17.4,60.299999,caso_otimo
17.4,59.0,caso_otimo
17.5,60.200001,caso_otimo
17.700001,58.099998,caso_otimo
17.9,55.599998,lower_optimal
18.1,56.400002,lower_optimal
18.1,55.099998,lower_optimal
18.1,58.200001,caso_otimo
18.200001,55.900002,lower_optimal
18.200001,55.700001,lower_optimal
18.200001,53.5,lower_optimal
18.1,53.900002,lower_optimal
18.1,59.5,caso_otimo
18.0,57.099998,lower_optimal
18.0,57.700001,caso_otimo
18.1,64.400002,caso_otimo
18.1,61.099998,caso_otimo
18.1,59.900002,caso_otimo
18.1,59.599998,caso_otimo
18.200001,61.799999,caso_otimo
18.200001,62.900002,caso_otimo
18.200001,56.700001,lower_optimal
18.1,56.799999,lower_optimal
18.0,58.099998,caso_otimo
18.0,54.0,lower_optimal
17.9,55.200001,lower_optimal
18.0,53.400002,lower_optimal
18.0,57.299999,lower_optimal
18.0,57.599998,caso_otimo
18.1,57.400002,lower_optimal
18.0,56.400002,lower_optimal
17.9,58.799999,caso_otimo
17.9,59.700001,caso_otimo
17.9,57.900002,caso_otimo
17.9,57.099998,lower_optimal
17.9,56.599998,lower_optimal
17.9,55.599998,lower_optimal
17.9,56.299999,lower_optimal
17.9,58.0,caso_otimo
17.799999,54.799999,lower_optimal
17.799999,54.400002,lower_optimal
17.799999,54.700001,lower_optimal
17.799999,56.200001,lower_optimal
17.9,57.400002,lower_optimal
17.9,59.200001,caso_otimo
17.9,57.799999,caso_otimo
17.799999,55.5,lower_optimal
17.700001,56.400002,lower_optimal
17.700001,58.299999,caso_otimo
17.799999,57.700001,caso_otimo
17.799999,57.700001,caso_otimo
17.9,59.5,caso_otimo
17.9,58.099998,caso_otimo
17.9,58.900002,caso_otimo
18.0,56.099998,lower_optimal
18.0,55.0,lower_optimal
18.0,56.799999,lower_optimal
18.0,60.799999,caso_otimo
18.0,55.099998,lower_optimal
18.0,55.099998,lower_optimal
18.0,54.0,lower_optimal
17.9,57.099998,lower_optimal
17.9,58.5,caso_otimo
17.9,57.799999,caso_otimo
17.9,55.700001,lower_optimal
17.9,55.799999,lower_optimal
17.799999,54.099998,lower_optimal
17.799999,56.400002,lower_optimal
17.9,59.5,caso_otimo
17.9,60.599998,caso_otimo
17.799999,58.700001,caso_otimo
17.700001,57.700001,caso_otimo
17.6,61.599998,caso_otimo
17.5,60.099998,caso_otimo
17.5,61.200001,caso_otimo
17.4,60.299999,caso_otimo
17.4,61.099998,caso_otimo
17.299999,65.400002,caso_otimo
17.299999,67.300003,caso_otimo
17.200001,64.5,caso_otimo
17.200001,63.0,caso_otimo
17.200001,64.800003,caso_otimo
17.1,66.900002,caso_otimo
17.1,63.700001,caso_otimo
17.1,64.900002,caso_otimo
17.0,61.200001,caso_otimo
16.9,63.0,caso_otimo
16.9,59.099998,caso_otimo
16.799999,62.099998,caso_otimo
16.799999,62.0,caso_otimo
16.799999,64.699997,caso_otimo
16.799999,64.300003,caso_otimo
16.799999,60.799999,caso_otimo
16.799999,61.200001,caso_otimo
16.799999,61.5,caso_otimo
16.799999,62.700001,caso_otimo
16.799999,63.5,caso_otimo
16.799999,62.400002,caso_otimo
16.799999,62.700001,caso_otimo
16.799999,62.299999,caso_otimo
16.799999,59.099998,caso_otimo
16.799999,62.099998,caso_otimo
16.700001,58.0,caso_otimo
16.700001,58.599998,caso_otimo
16.700001,59.599998,caso_otimo
16.700001,56.5,lower_optimal
16.700001,57.200001,lower_optimal
16.700001,57.599998,caso_otimo
16.6,60.099998,caso_otimo
16.6,58.200001,caso_otimo
16.5,58.5,caso_otimo
16.5,58.799999,caso_otimo
16.5,58.700001,caso_otimo
16.5,56.5,lower_optimal
16.5,58.299999,caso_otimo
16.5,61.700001,caso_otimo
16.5,60.0,caso_otimo
16.5,61.299999,caso_otimo
16.5,61.799999,caso_otimo
16.5,60.299999,caso_otimo
16.5,59.900002,caso_otimo
16.4,62.299999,caso_otimo
16.4,60.5,caso_otimo
16.4,60.099998,caso_otimo
16.4,62.299999,caso_otimo
16.4,62.700001,caso_otimo
16.4,59.5,caso_otimo
16.4,61.200001,caso_otimo
16.4,60.299999,caso_otimo
16.4,59.900002,caso_otimo
16.5,60.900002,caso_otimo
16.5,64.300003,caso_otimo
16.5,62.599998,caso_otimo
16.6,63.099998,caso_otimo
16.6,63.900002,caso_otimo
16.6,64.300003,caso_otimo
16.6,64.800003,caso_otimo
16.6,65.800003,caso_otimo
16.6,62.200001,caso_otimo
16.6,63.299999,caso_otimo
16.5,63.700001,caso_otimo
16.5,62.599998,caso_otimo
16.4,63.900002,caso_otimo
16.4,64.0,caso_otimo
16.4,63.099998,caso_otimo
16.4,64.400002,caso_otimo
16.4,66.800003,caso_otimo
16.299999,66.800003,caso_otimo
16.299999,66.400002,caso_otimo
16.299999,65.400002,caso_otimo
16.299999,67.800003,caso_otimo
16.299999,65.900002,caso_otimo
16.299999,65.5,caso_otimo
16.299999,65.699997,caso_otimo
16.299999,61.0,caso_otimo
16.200001,64.900002,caso_otimo
16.200001,67.099998,caso_otimo
16.200001,66.900002,caso_otimo
16.200001,63.700001,caso_otimo
16.1,59.799999,caso_otimo
16.200001,63.5,caso_otimo
16.200001,59.799999,caso_otimo
16.299999,62.0,caso_otimo
16.299999,64.599998,caso_otimo
16.4,61.200001,caso_otimo
16.4,61.099998,caso_otimo
16.4,61.700001,caso_otimo
16.4,62.299999,caso_otimo
16.4,60.599998,caso_otimo
16.299999,61.900002,caso_otimo
16.299999,68.900002,caso_otimo
16.1,67.699997,caso_otimo
15.9,68.599998,caso_otimo
15.7,68.5,caso_otimo
15.5,69.400002,lower_optimal
15.5,66.900002,lower_optimal
15.5,67.900002,lower_optimal
15.5,65.5,lower_optimal
15.5,65.0,lower_optimal
15.5,65.199997,lower_optimal
15.5,64.199997,lower_optimal
15.3,65.400002,lower_optimal
15.1,65.900002,lower_optimal
15.0,66.300003,lower_optimal
14.9,65.800003,lower_optimal
14.9,64.5,lower_optimal
14.9,67.0,lower_optimal
15.1,71.900002,lower_optimal
15.2,67.599998,lower_optimal
15.2,66.900002,lower_optimal
15.2,69.300003,lower_optimal
15.2,66.900002,lower_optimal
15.2,70.5,lower_optimal
15.1,67.699997,lower_optimal
15.1,68.0,lower_optimal
15.0,66.699997,lower_optimal
15.0,68.099998,lower_optimal
15.0,67.0,lower_optimal
14.9,66.199997,lower_optimal
14.9,68.0,lower_optimal
14.9,68.300003,lower_optimal
15.0,65.900002,lower_optimal
15.0,68.800003,lower_optimal
15.0,65.699997,lower_optimal
15.0,67.0,lower_optimal
15.0,64.0,lower_optimal
15.0,65.300003,lower_optimal
15.0,66.599998,lower_optimal
15.0,65.699997,lower_optimal
14.9,66.300003,lower_optimal
14.9,67.599998,lower_optimal
14.8,66.5,lower_optimal
14.8,67.099998,lower_optimal
14.8,68.400002,lower_optimal
14.8,66.699997,lower_optimal
14.8,68.599998,lower_optimal
14.8,68.0,lower_optimal
14.8,67.400002,lower_optimal
14.7,68.0,lower_optimal
14.7,66.199997,lower_optimal
14.7,66.5,lower_optimal
14.6,68.699997,lower_optimal
14.6,69.400002,lower_optimal
14.6,67.900002,lower_optimal
14.6,70.199997,lower_optimal
14.6,69.800003,lower_optimal
14.6,69.400002,lower_optimal
14.6,72.199997,lower_optimal
14.6,70.099998,lower_optimal
14.6,70.099998,lower_optimal
14.5,69.699997,lower_optimal
14.5,73.800003,lower_optimal
14.5,70.300003,lower_optimal
14.5,73.400002,lower_optimal
14.5,74.800003,lower_optimal
14.6,74.400002,lower_optimal
14.6,72.900002,lower_optimal
14.7,74.0,lower_optimal
14.8,69.699997,lower_optimal
14.8,67.699997,lower_optimal
14.7,68.099998,lower_optimal
14.6,67.900002,lower_optimal
14.5,71.599998,lower_optimal
14.5,71.599998,lower_optimal
14.3,70.199997,lower_optimal
14.2,72.099998,lower_optimal
14.2,75.400002,lower_optimal
14.2,73.5,lower_optimal
14.2,72.0,lower_optimal
14.1,68.599998,lower_optimal
14.1,70.099998,lower_optimal
14.2,74.5,lower_optimal
14.2,72.400002,lower_optimal
14.2,71.5,lower_optimal
14.1,72.5,lower_optimal
14.1,72.0,lower_optimal
14.1,73.199997,lower_optimal
14.3,73.900002,lower_optimal
14.6,70.599998,lower_optimal
14.7,68.400002,lower_optimal
14.6,68.5,lower_optimal
14.5,70.900002,lower_optimal
14.5,70.400002,lower_optimal
14.4,68.900002,lower_optimal
14.3,69.5,lower_optimal
14.3,70.199997,lower_optimal
14.2,70.300003,lower_optimal
14.2,70.199997,lower_optimal
14.2,71.0,lower_optimal
14.2,72.199997,lower_optimal
14.1,69.599998,lower_optimal
14.1,69.099998,lower_optimal
14.1,69.800003,lower_optimal
14.2,69.5,lower_optimal
14.2,70.5,lower_optimal
14.3,68.099998,lower_optimal
14.3,67.099998,lower_optimal
14.3,68.800003,lower_optimal
14.4,68.599998,lower_optimal
14.4,66.300003,lower_optimal
14.5,66.0,lower_optimal
14.5,68.300003,lower_optimal
14.7,70.800003,lower_optimal
14.7,68.300003,lower_optimal
14.6,69.199997,lower_optimal
14.6,69.199997,lower_optimal
14.6,70.0,lower_optimal
14.7,69.699997,lower_optimal
14.7,67.199997,lower_optimal
14.6,66.699997,lower_optimal
14.6,68.300003,lower_optimal
14.6,67.199997,lower_optimal
14.6,68.900002,lower_optimal
14.5,68.099998,lower_optimal
14.5,68.099998,lower_optimal
14.5,68.599998,lower_optimal
14.5,68.5,lower_optimal
14.5,70.199997,lower_optimal
14.5,69.5,lower_optimal
14.5,68.699997,lower_optimal
14.5,69.699997,lower_optimal
14.5,69.199997,lower_optimal
14.5,72.699997,lower_optimal
14.5,71.099998,lower_optimal
14.5,72.400002,lower_optimal
14.5,71.599998,lower_optimal
14.4,68.800003,lower_optimal
14.4,69.099998,lower_optimal
14.4,71.199997,lower_optimal
14.4,70.099998,lower_optimal
14.4,71.699997,lower_optimal
14.5,70.900002,lower_optimal
14.5,69.400002,lower_optimal
14.5,71.0,lower_optimal
14.5,71.0,lower_optimal
14.5,68.699997,lower_optimal
14.5,70.699997,lower_optimal
14.5,70.5,lower_optimal
14.5,69.400002,lower_optimal
14.5,69.199997,lower_optimal
14.6,70.800003,lower_optimal
14.7,66.300003,lower_optimal
14.7,64.800003,lower_optimal
14.8,67.199997,lower_optimal
14.9,65.400002,lower_optimal
15.1,67.199997,lower_optimal
15.2,67.5,lower_optimal
15.2,66.300003,lower_optimal
15.2,63.200001,lower_optimal
15.2,67.099998,lower_optimal
15.3,67.199997,lower_optimal
15.3,68.099998,lower_optimal
15.2,67.5,lower_optimal
15.2,70.5,lower_optimal
15.2,71.099998,lower_optimal
15.1,69.699997,lower_optimal
15.1,70.300003,lower_optimal
15.0,70.300003,lower_optimal
15.0,68.699997,lower_optimal
15.0,68.800003,lower_optimal
15.0,69.199997,lower_optimal
15.0,67.800003,lower_optimal
15.1,68.099998,lower_optimal
15.2,70.900002,lower_optimal
15.2,68.300003,lower_optimal
15.3,70.0,lower_optimal
15.2,64.300003,lower_optimal
15.2,65.0,lower_optimal
15.2,66.400002,lower_optimal
15.2,66.199997,lower_optimal
15.2,67.300003,lower_optimal
15.1,65.800003,lower_optimal
15.1,66.0,lower_optimal
15.1,66.599998,lower_optimal
15.2,67.0,lower_optimal
15.2,68.699997,lower_optimal
15.3,65.300003,lower_optimal
15.3,65.0,lower_optimal
15.3,67.199997,lower_optimal
15.4,64.900002,lower_optimal
15.5,65.5,lower_optimal
15.6,64.599998,caso_otimo
15.6,65.400002,caso_otimo
15.6,63.700001,caso_otimo
15.6,63.0,caso_otimo
15.6,60.299999,caso_otimo
15.7,61.700001,caso_otimo
15.7,61.599998,caso_otimo
15.7,61.200001,caso_otimo
15.8,62.799999,caso_otimo
15.8,60.799999,caso_otimo
15.9,60.099998,caso_otimo
15.9,61.400002,caso_otimo
16.0,62.5,caso_otimo
16.0,58.700001,caso_otimo
16.0,64.800003,caso_otimo
16.1,63.099998,caso_otimo
16.200001,61.799999,caso_otimo
16.200001,61.200001,caso_otimo
16.299999,62.900002,caso_otimo
16.4,62.599998,caso_otimo
16.4,62.0,caso_otimo
16.4,65.199997,caso_otimo
16.5,60.700001,caso_otimo
16.4,61.799999,caso_otimo
16.4,59.599998,caso_otimo
16.4,61.799999,caso_otimo
16.5,63.599998,caso_otimo
16.5,61.599998,caso_otimo
16.5,61.599998,caso_otimo
16.5,61.299999,caso_otimo
16.5,62.599998,caso_otimo
16.6,62.299999,caso_otimo
16.6,64.400002,caso_otimo
16.6,62.0,caso_otimo
16.6,60.5,caso_otimo
16.6,61.799999,caso_otimo
16.6,59.700001,caso_otimo
16.6,60.400002,caso_otimo
16.6,62.799999,caso_otimo
16.700001,63.599998,caso_otimo
16.700001,65.199997,caso_otimo
16.799999,61.200001,caso_otimo
16.799999,62.900002,caso_otimo
16.9,65.400002,caso_otimo
17.0,64.400002,caso_otimo
17.0,62.200001,caso_otimo
17.1,63.599998,caso_otimo
17.1,62.400002,caso_otimo
17.200001,63.299999,caso_otimo
17.200001,63.200001,caso_otimo
17.299999,62.099998,caso_otimo
17.299999,61.099998,caso_otimo
17.4,65.099998,caso_otimo
17.5,64.099998,caso_otimo
17.6,64.699997,caso_otimo
17.6,64.199997,caso_otimo
17.700001,65.300003,caso_otimo
17.799999,64.599998,caso_otimo
17.9,60.5,caso_otimo
18.0,64.900002,caso_otimo
18.1,63.599998,caso_otimo
18.200001,63.799999,caso_otimo
18.299999,61.099998,caso_otimo
18.299999,61.599998,caso_otimo
18.4,61.799999,caso_otimo
18.4,61.900002,caso_otimo
18.5,62.900002,caso_otimo
18.6,60.599998,caso_otimo
18.6,63.200001,caso_otimo
18.700001,61.0,caso_otimo
18.9,60.299999,caso_otimo
19.0,59.400002,caso_otimo
19.200001,58.0,caso_otimo
19.299999,58.5,caso_otimo
19.4,57.700001,caso_otimo
19.5,56.0,lower_optimal
19.6,56.299999,lower_optimal
19.700001,55.799999,lower_optimal
19.799999,54.900002,lower_optimal
19.799999,52.900002,lower_optimal
19.9,51.700001,lower_marginal
20.0,54.299999,lower_optimal
20.0,52.5,lower_marginal
20.1,51.200001,lower_marginal
20.1,55.0,lower_optimal
20.200001,51.099998,lower_marginal
20.200001,51.299999,lower_marginal
20.200001,49.900002,lower_marginal
20.200001,52.700001,lower_optimal
20.299999,51.400002,lower_marginal
20.299999,51.700001,lower_marginal
20.4,50.700001,lower_marginal
20.4,53.099998,lower_optimal
20.4,53.0,lower_optimal
20.5,52.099998,lower_marginal
20.5,50.5,lower_marginal
20.6,47.200001,lower_marginal
20.6,50.200001,lower_marginal
20.700001,50.200001,lower_marginal
20.700001,49.0,lower_marginal
20.799999,48.799999,lower_marginal
20.799999,48.5,lower_marginal
20.9,49.299999,lower_marginal
20.9,45.700001,lower_marginal
20.9,46.400002,lower_marginal
21.0,49.0,lower_marginal
21.0,49.799999,lower_marginal
21.0,48.200001,lower_marginal
21.1,45.599998,lower_marginal
21.1,46.5,lower_marginal
21.1,45.099998,lower_marginal
21.1,47.0,lower_marginal
21.1,47.599998,lower_marginal
21.1,47.099998,lower_marginal
21.1,45.299999,lower_marginal
21.200001,45.099998,lower_marginal
21.200001,43.799999,lower_marginal
21.299999,43.700001,lower_marginal
21.299999,42.299999,lower_optimal
21.4,45.5,lower_marginal
21.4,46.799999,lower_marginal
21.5,43.700001,lower_marginal
21.5,43.700001,lower_marginal
21.6,43.099998,lower_marginal
21.6,45.299999,lower_marginal
21.6,43.599998,lower_marginal
21.6,43.400002,lower_marginal
21.6,42.799999,lower_marginal
21.6,44.900002,lower_marginal
21.6,44.599998,lower_marginal
21.6,44.5,lower_marginal
21.700001,44.099998,lower_marginal
21.700001,44.799999,lower_marginal
21.6,43.599998,lower_marginal
21.6,42.5,lower_marginal
21.6,42.799999,lower_marginal
21.700001,43.599998,lower_marginal
21.700001,46.099998,lower_marginal
21.799999,45.200001,lower_marginal
21.799999,42.200001,lower_optimal
21.9,41.0,lower_optimal
21.9,41.5,lower_optimal
22.0,42.0,lower_optimal
22.0,40.5,lower_optimal
22.0,41.799999,lower_optimal
22.1,42.700001,lower_marginal
22.1,46.0,lower_marginal
22.200001,43.400002,lower_marginal
22.200001,41.299999,lower_optimal
22.200001,42.0,lower_optimal
22.200001,40.799999,lower_optimal
22.299999,40.900002,lower_optimal
22.299999,42.599998,lower_marginal
22.299999,41.299999,lower_optimal
22.299999,41.5,lower_optimal
22.4,40.700001,lower_optimal
22.4,41.099998,lower_optimal
22.5,40.400002,lower_optimal
22.5,41.900002,lower_optimal
22.5,43.299999,lower_marginal
22.5,41.599998,lower_optimal
22.5,41.400002,lower_optimal
22.6,43.0,lower_marginal
22.6,41.299999,lower_optimal
22.6,42.900002,lower_marginal
22.700001,40.799999,lower_optimal
22.700001,40.599998,lower_optimal
22.700001,41.099998,lower_optimal
22.700001,40.700001,lower_optimal
22.700001,43.400002,lower_marginal
22.700001,40.700001,lower_optimal
22.799999,40.400002,lower_optimal
22.799999,42.799999,lower_marginal
22.9,41.700001,lower_optimal
23.0,40.099998,lower_optimal
23.0,41.5,lower_optimal
23.1,40.900002,lower_optimal
23.200001,40.599998,lower_optimal
23.200001,40.700001,lower_optimal
23.200001,40.599998,lower_optimal
23.200001,41.900002,lower_optimal
23.200001,41.0,lower_optimal
23.200001,39.200001,lower_optimal
23.200001,40.900002,lower_optimal
23.200001,40.599998,lower_optimal
23.200001,41.5,lower_optimal
23.299999,41.400002,lower_optimal
23.299999,39.799999,lower_optimal
23.4,40.5,lower_optimal
23.5,40.299999,lower_optimal
23.5,40.200001,lower_optimal
23.4,41.299999,lower_optimal
23.4,40.0,lower_optimal
23.5,40.5,lower_optimal
23.6,38.799999,lower_optimal
23.6,44.799999,lower_marginal
23.6,44.400002,lower_marginal
23.700001,39.299999,lower_optimal
23.700001,38.700001,lower_optimal
23.799999,38.900002,lower_optimal
23.799999,38.599998,lower_optimal
23.9,39.200001,lower_optimal
23.9,39.700001,lower_optimal
24.0,43.099998,lower_marginal
23.9,38.5,lower_optimal
23.9,38.599998,lower_optimal
23.9,40.5,lower_optimal
24.0,37.700001,lower_optimal
24.1,39.5,lower_optimal
24.1,39.0,lower_optimal
24.200001,38.700001,lower_optimal
24.299999,38.200001,lower_optimal
24.4,37.0,quente_seco
24.4,36.799999,quente_seco
24.4,37.099998,quente_seco
24.4,36.900002,quente_seco
24.4,35.700001,quente_seco
24.5,37.200001,quente_seco
24.5,36.900002,quente_seco
24.6,38.900002,lower_optimal
24.700001,39.5,lower_optimal
24.799999,36.700001,quente_seco
24.9,36.0,quente_seco
24.9,38.0,lower_optimal
24.799999,35.599998,quente_seco
24.799999,35.200001,quente_seco
24.700001,35.700001,quente_seco
24.700001,36.099998,quente_seco
24.700001,38.099998,lower_optimal
24.700001,36.900002,quente_seco
24.700001,40.599998,lower_optimal
24.700001,37.5,quente_seco
24.700001,35.400002,quente_seco
24.799999,36.900002,quente_seco
24.9,40.599998,lower_optimal
25.0,38.0,lower_optimal
25.0,36.5,quente_seco
25.200001,38.700001,lower_optimal
25.299999,37.0,quente_seco
25.4,41.200001,lower_optimal
25.5,36.0,quente_seco
25.5,38.599998,quente_seco
25.5,35.799999,quente_seco
25.5,35.299999,quente_seco
25.5,37.299999,quente_seco
25.5,34.400002,quente_seco
25.6,34.5,quente_seco
25.700001,34.700001,quente_seco
25.799999,35.599998,quente_seco
26.0,33.700001,quente_seco
26.0,35.799999,quente_seco
26.1,34.099998,quente_seco
26.1,34.400002,quente_seco
26.1,29.799999,estado_de_alerta
26.200001,29.700001,estado_de_alerta
26.200001,29.200001,estado_de_alerta
26.299999,28.9,estado_de_alerta
26.5,32.099998,estado_de_alerta
26.5,29.5,estado_de_alerta
26.700001,27.9,estado_de_alerta
26.700001,27.799999,estado_de_alerta
26.799999,27.9,estado_de_alerta
26.799999,28.5,estado_de_alerta
26.9,28.299999,estado_de_alerta
26.9,28.0,estado_de_alerta
27.0,29.4,estado_de_alerta
27.0,29.799999,estado_de_alerta
27.1,28.799999,estado_de_alerta
27.1,28.4,estado_de_alerta
27.1,29.299999,estado_de_alerta
27.1,26.1,critico_B
27.1,32.900002,quente_seco
27.1,27.200001,critico_B
27.200001,28.6,estado_de_alerta
27.200001,27.1,critico_B
27.200001,27.299999,critico_B
27.299999,29.799999,estado_de_alerta
27.299999,27.4,critico_B
27.200001,27.4,critico_B
27.200001,28.1,estado_de_alerta
27.200001,32.900002,quente_seco
27.200001,34.599998,quente_seco
27.200001,29.299999,estado_de_alerta
27.200001,29.200001,estado_de_alerta
27.200001,27.799999,estado_de_alerta
27.299999,27.1,critico_B
27.299999,26.799999,critico_B
27.4,29.4,estado_de_alerta
27.4,26.299999,critico_B
27.4,27.0,critico_B
27.299999,26.6,critico_B
27.4,25.4,critico_B
27.4,26.9,critico_B
27.5,30.5,estado_de_alerta
27.5,27.799999,estado_de_alerta
27.5,28.5,estado_de_alerta
27.5,26.9,critico_B
27.6,27.6,estado_de_alerta
27.6,27.0,critico_B
27.700001,25.299999,critico_B
27.700001,26.299999,critico_B
27.6,27.299999,critico_B
27.6,26.0,critico_B
27.700001,28.200001,estado_de_alerta
27.700001,26.5,critico_B
27.700001,27.5,critico_B
27.700001,25.700001,critico_B
27.6,27.200001,critico_B
27.6,30.4,estado_de_alerta
27.6,28.200001,estado_de_alerta
27.6,28.1,estado_de_alerta
27.6,25.799999,critico_B
27.700001,25.5,critico_B
27.700001,26.799999,critico_B
27.799999,28.6,estado_de_alerta
27.799999,26.5,critico_B
27.799999,26.0,critico_B
27.9,25.6,critico_B
27.9,25.9,critico_B
28.0,25.9,critico_B
28.1,26.0,critico_B
28.1,25.9,critico_B
28.1,24.6,critico_B
28.1,26.0,critico_B
28.1,27.200001,critico_B
28.1,25.299999,critico_B
28.1,25.1,critico_B
28.200001,27.0,critico_B
28.200001,27.0,critico_B
28.299999,26.0,critico_B
28.299999,27.200001,critico_B
28.299999,25.1,critico_B
28.299999,25.700001,critico_B
28.4,24.299999,critico_B
28.4,26.4,critico_B
28.5,25.1,critico_B
28.5,23.4,critico_B
28.6,26.1,critico_B
28.6,24.1,critico_B
28.6,26.0,critico_B
28.6,24.5,critico_B
28.6,28.0,estado_de_alerta
28.5,29.799999,estado_de_alerta
28.5,24.9,critico_B
28.5,25.5,critico_B
28.5,23.6,critico_B
28.6,25.5,critico_B
28.6,24.9,critico_B
28.6,24.6,critico_B
28.6,24.1,critico_B
28.6,22.299999,critico_A
28.6,24.6,critico_B
28.6,22.299999,critico_A
28.6,23.1,critico_B
28.6,23.700001,critico_B
28.6,22.9,critico_B
28.6,23.299999,critico_B
28.6,23.299999,critico_B
28.6,23.799999,critico_B
28.700001,24.1,critico_B
28.799999,24.700001,critico_B
28.9,24.200001,critico_B
28.9,25.799999,critico_B
28.9,27.1,critico_B
28.9,27.5,critico_B
28.9,25.200001,critico_B
28.9,24.799999,critico_B
28.9,23.1,critico_B
28.9,22.9,critico_B
29.0,21.799999,critico_A
29.0,24.1,critico_B
29.1,23.0,critico_B
29.1,22.6,critico_B
29.200001,21.799999,critico_A
29.299999,21.799999,critico_A
29.4,23.700001,critico_B
29.4,22.0,critico_A
29.4,23.6,critico_B
29.4,23.200001,critico_B
29.4,25.200001,critico_B
29.299999,23.9,critico_B
29.299999,23.1,critico_B
29.4,25.1,critico_B
29.299999,23.0,critico_B
29.299999,22.5,critico_B
29.4,24.6,critico_B
29.299999,22.4,critico_A
29.299999,23.1,critico_B
29.299999,26.4,critico_B
29.299999,22.299999,critico_A
29.299999,21.299999,critico_A
29.4,21.4,critico_A
29.4,21.4,critico_A
29.5,20.9,critico_A
29.6,25.1,critico_B
29.700001,24.0,critico_B
29.700001,24.4,critico_B
29.700001,24.0,critico_B
29.700001,20.0,critico_A
29.700001,24.299999,critico_B
29.6,23.1,critico_B
29.700001,22.1,critico_A
29.700001,22.0,critico_A
29.799999,20.4,critico_A
29.799999,20.1,critico_A
29.9,22.0,critico_A
29.9,20.700001,critico_A
30.0,21.4,critico_A
30.0,20.5,critico_A
30.0,20.200001,critico_A
30.0,20.1,critico_A
30.0,21.6,critico_A
30.1,22.0,critico_A
30.1,20.200001,critico_A
30.200001,20.6,critico_A
30.299999,21.299999,critico_A
30.200001,18.9,critico_A
30.200001,19.299999,critico_A
30.200001,19.799999,critico_A
30.299999,18.799999,critico_A
30.299999,18.5,critico_A
30.299999,18.799999,critico_A
30.4,19.4,critico_A
30.4,22.6,critico_B
30.299999,21.200001,critico_A
30.200001,18.700001,critico_A
30.200001,18.700001,critico_A
30.200001,19.700001,critico_A
30.299999,20.5,critico_A
30.299999,18.700001,critico_A
30.299999,18.9,critico_A
30.4,19.5,critico_A
30.5,20.1,critico_A
30.5,20.200001,critico_A
30.4,18.0,critico_A
30.5,19.0,critico_A
30.6,19.200001,critico_A
30.6,17.9,critico_A
30.6,20.200001,critico_A
30.6,17.5,critico_A
30.6,17.5,critico_A
30.6,18.9,critico_A
